term,best_rank,months_present,trend_ratio,first_month,last_month,is_category,reasons
stretch bracelets for women,129227.0,9,1.2537889649673732,2025-04,2025-12,True,品类新入榜
ember in the ashes,129514.0,8,1.385648697914697,2025-01,2025-08,False,裸场景词×优质词族
saint seiya,129744.0,12,1.1338262260828906,2025-01,2025-12,False,裸场景词×优质词族
red prayer book,129947.0,1,,2025-03,2025-03,False,裸场景词×优质词族
boys chain,130074.0,1,,2025-12,2025-12,True,品类新入榜
leather bracelet,130139.0,9,0.9157587015801569,2025-04,2025-12,True,品类新入榜
down syndrome awareness socks,130282.0,1,,2025-03,2025-03,False,裸场景词×优质词族
men cross necklace,130565.0,1,,2025-12,2025-12,True,品类新入榜
christmas earrings for women dangling,131023.0,1,,2025-12,2025-12,True,品类新入榜
adult firefighter costume,131250.0,1,,2025-10,2025-10,False,裸场景词×优质词族
necklace with name,131271.0,1,,2025-12,2025-12,True,品类新入榜
pandora jewelry,131612.0,1,,2025-12,2025-12,True,品类新入榜
frog earrings,131663.0,2,,2025-11,2025-12,True,品类新入榜
necklace magnetic clasp,131769.0,5,,2025-08,2025-12,True,品类新入榜
teen girl jewelry,131819.0,2,,2025-11,2025-12,True,品类新入榜
mistletoe belly button ring,131925.0,2,,2025-11,2025-12,True,品类新入榜
grandson bracelet from grandma,131925.0,2,,2025-11,2025-12,True,品类新入榜
prayer shawls for women,132232.0,7,1.006365098268774,2025-01,2025-07,False,裸场景词×优质词族
the hunter's prayer,132965.0,2,,2025-04,2025-11,False,裸场景词×优质词族
the prayer of freedom,133085.0,1,,2025-12,2025-12,False,裸场景词×优质词族
perfect jewelry box,133230.0,1,,2025-12,2025-12,True,品类新入榜
earrings for women silver,133348.0,9,1.2391555437092927,2025-04,2025-12,True,品类新入榜
friendship lamps set of 2 long distance,133348.0,2,,2025-11,2025-12,False,裸场景词×优质词族
girls jewelry making kit,133444.0,1,,2025-12,2025-12,True,品类新入榜
paper clip necklace,133672.0,4,,2025-09,2025-12,True,品类新入榜
wrestling ring for action figures,134088.0,2,,2025-11,2025-12,True,品类新入榜
to my man bracelet,134273.0,1,,2025-12,2025-12,True,品类新入榜
nye earrings,134372.0,1,,2025-12,2025-12,True,品类新入榜
gingerbread earrings for women,134420.0,1,,2025-12,2025-12,True,品类新入榜
friendship bracelet valentines kids,134534.0,2,,2025-01,2025-02,True,Phase5命中×品类
christmas clip on earrings,134580.0,2,,2025-11,2025-12,True,品类新入榜
14k gold chain for men,135370.0,8,1.207843164202078,2025-05,2025-12,True,品类新入榜
womens bracelet,135431.0,1,,2025-12,2025-12,True,品类新入榜
strong magnetic screw ring,135431.0,1,,2025-12,2025-12,True,品类新入榜
womens necklaces gold,135761.0,2,,2025-11,2025-12,True,品类新入榜
disrupting divorce book,135777.0,1,,2025-10,2025-10,False,裸场景词×优质词族
happy yappy slap bracelet,135844.0,2,,2025-11,2025-12,True,品类新入榜
december birthstone,136455.0,1,,2025-12,2025-12,True,品类新入榜
earring jewelry box,136509.0,2,,2025-11,2025-12,True,品类新入榜
prayer beads,136578.0,11,1.2123800959232613,2025-01,2025-12,False,裸场景词×优质词族
mens promise rings,136666.0,3,,2025-01,2025-12,True,Phase5命中×品类
white jewelry box,136728.0,2,,2025-11,2025-12,True,品类新入榜
chunky hoop earrings,137283.0,6,1.0604773609878841,2025-07,2025-12,True,品类新入榜
santa earrings for women,137300.0,1,,2025-12,2025-12,True,品类新入榜
silver huggie hoop earrings,137513.0,5,,2025-08,2025-12,True,品类新入榜
jewelry cleaner machine,137519.0,2,,2025-11,2025-12,True,品类新入榜
gold name necklace,137570.0,2,,2025-11,2025-12,True,品类新入榜
suicide awareness,137605.0,4,,2025-02,2025-09,False,裸场景词×优质词族
willow tree friendship figurines,138006.0,1,,2025-12,2025-12,False,裸场景词×优质词族
girls clip on earrings,138242.0,2,,2025-11,2025-12,True,品类新入榜
earring holder for girls,138574.0,2,,2025-11,2025-12,True,品类新入榜
saint joseph statue to sell home,138675.0,6,1.1719963814419667,2025-04,2025-09,False,裸场景词×优质词族
christmas bracelet making kit,138735.0,2,,2025-11,2025-12,True,品类新入榜
friendship ornaments,138745.0,1,,2025-12,2025-12,False,裸场景词×优质词族
red bow earrings for women,138799.0,1,,2025-12,2025-12,True,品类新入榜
serenity prayer,138832.0,10,1.255029201817002,2025-01,2025-12,False,裸场景词×优质词族
jewelry travel pouch,138868.0,2,,2025-11,2025-12,True,品类新入榜
evil eye earrings,138931.0,9,1.2370722949416504,2025-01,2025-09,True,Phase5命中×品类
magnetic jewelry clasps,139243.0,5,,2025-08,2025-12,True,品类新入榜
yves saint laurent perfume for men,139316.0,2,,2025-05,2025-06,False,裸场景词×优质词族
cookie rings,139532.0,4,,2025-09,2025-12,True,品类新入榜
dachshund ring holder,139756.0,2,,2025-11,2025-12,True,品类新入榜
women's engagement rings,140078.0,5,,2025-01,2025-12,True,Phase5命中×品类
coach necklace,140078.0,1,,2025-12,2025-12,True,品类新入榜
pandora promise ring,140138.0,1,,2025-12,2025-12,True,Phase5命中×品类；品类新入榜
christmas napkin rings set of 12,140345.0,1,,2025-12,2025-12,True,品类新入榜
boys breast cancer awareness shirts,140361.0,1,,2025-10,2025-10,False,裸场景词×优质词族
42 pairs gold hoop earrings set for women,140519.0,2,,2025-11,2025-12,True,品类新入榜
princess cut engagement ring,140813.0,10,1.245418326693227,2025-01,2025-12,True,Phase5命中×品类
girl jewelry box,140847.0,2,,2025-11,2025-12,True,品类新入榜
cat urns for ashes,140878.0,8,1.2145718627276854,2025-01,2025-08,False,裸场景词×优质词族
saint costume,140890.0,1,,2025-10,2025-10,False,裸场景词×优质词族
mens gold cross necklace,140959.0,1,,2025-12,2025-12,True,品类新入榜
blind faith,141056.0,1,,2025-02,2025-02,False,裸场景词×优质词族
earring box gift,141241.0,1,,2025-12,2025-12,True,品类新入榜
light up christmas earrings,141360.0,1,,2025-12,2025-12,True,品类新入榜
legacy of ashes the history of the cia,141603.0,1,,2025-07,2025-07,False,裸场景词×优质词族
ashes and the star cursed king,141641.0,3,,2025-01,2025-03,False,裸场景词×优质词族
ring measuring tool,141663.0,4,,2025-09,2025-12,True,品类新入榜
a prayer for owen meany,141801.0,1,,2025-11,2025-11,False,裸场景词×优质词族
ring con,141801.0,2,,2025-11,2025-12,True,品类新入榜
brooches,141962.0,4,,2025-09,2025-12,True,品类新入榜
like a prayer,142257.0,2,,2025-01,2025-02,False,裸场景词×优质词族
girl bracelets,142295.0,1,,2025-12,2025-12,True,品类新入榜
bracelet sets for women,142349.0,1,,2025-12,2025-12,True,品类新入榜
kids rings for girls,142617.0,2,,2025-11,2025-12,True,品类新入榜
ring enhancer for engagement rings,142644.0,5,,2025-01,2025-05,True,Phase5命中×品类
charms for crafts,142865.0,8,0.9070028673623223,2025-05,2025-12,True,品类新入榜
december birthstone earrings,142926.0,1,,2025-12,2025-12,True,品类新入榜
journal charms,143032.0,1,,2025-12,2025-12,True,品类新入榜
champagne earrings,143223.0,1,,2025-12,2025-12,True,品类新入榜
owala charms,143284.0,1,,2025-12,2025-12,True,品类新入榜
luvlink friendship lamp,143284.0,1,,2025-12,2025-12,False,裸场景词×优质词族
beaded bracelet making kit,143355.0,1,,2025-12,2025-12,True,品类新入榜
the black divorce,143433.0,2,,2025-02,2025-03,False,裸场景词×优质词族
snowman earrings for women,143446.0,1,,2025-12,2025-12,True,品类新入榜
money in the bank ring,143507.0,2,,2025-11,2025-12,True,品类新入榜
radiant cut engagement rings,143514.0,10,0.97829384704562,2025-01,2025-10,True,Phase5命中×品类
sterling silver initial necklace,143637.0,1,,2025-12,2025-12,True,品类新入榜
cremation urn,143667.0,5,,2025-01,2025-05,False,裸场景词×优质词族
red bow earrings,143973.0,1,,2025-12,2025-12,True,品类新入榜
urn for dog ashes,144334.0,11,1.161827449997692,2025-01,2025-11,False,裸场景词×优质词族
boys gold chain,144462.0,1,,2025-12,2025-12,True,品类新入榜
christmas brooches,144788.0,2,,2025-11,2025-12,True,品类新入榜
faith shirts for men,144914.0,3,,2025-06,2025-12,False,裸场景词×优质词族
diamond engagement rings for women,145035.0,6,0.7544599482152576,2025-02,2025-10,True,Phase5命中×品类
bracelets for boys,145247.0,1,,2025-12,2025-12,True,品类新入榜
womens police officer costume outfit,145337.0,1,,2025-10,2025-10,False,裸场景词×优质词族
necklace gift box for women,145372.0,1,,2025-12,2025-12,True,品类新入榜
e newton bracelets,145858.0,2,,2025-11,2025-12,True,品类新入榜
rings set,146041.0,7,1.1686144907450593,2025-06,2025-12,True,品类新入榜
women's brooches & pins,146254.0,4,,2025-09,2025-12,True,品类新入榜
custom bracelet for women,146602.0,1,,2025-12,2025-12,True,品类新入榜
new year earrings,146790.0,1,,2025-12,2025-12,True,品类新入榜
earrings sterling silver,146851.0,2,,2025-11,2025-12,True,品类新入榜
bracelet for girls,147111.0,1,,2025-12,2025-12,True,品类新入榜
ridge ring,147158.0,3,,2025-10,2025-12,True,品类新入榜
stranger things croc charms,147365.0,1,,2025-12,2025-12,True,品类新入榜
the captivating story of saint nicholas,147669.0,1,,2025-12,2025-12,False,裸场景词×优质词族
christmas earring,148006.0,1,,2025-12,2025-12,True,品类新入榜
christmas wine glass charms,148143.0,1,,2025-12,2025-12,True,品类新入榜
hoop earrings set,148143.0,6,0.780312623144621,2025-07,2025-12,True,品类新入榜
earring tree,148282.0,2,,2025-11,2025-12,True,品类新入榜
snowflake nail charms,148282.0,1,,2025-12,2025-12,True,品类新入榜
charms for purses,148282.0,1,,2025-12,2025-12,True,品类新入榜
funny saint patricks day shirt,148375.0,1,,2025-03,2025-03,False,裸场景词×优质词族
m necklace gold,148753.0,2,,2025-11,2025-12,True,品类新入榜
mint and lily bracelets for women,149092.0,2,,2025-11,2025-12,True,品类新入榜
divorce s,149126.0,1,,2025-06,2025-06,False,裸场景词×优质词族
soccer necklace,149207.0,2,,2025-11,2025-12,True,品类新入榜
girls jewelry set,149207.0,1,,2025-12,2025-12,True,品类新入榜
play jewelry for girls 4-6,149322.0,2,,2025-11,2025-12,True,品类新入榜
snoopy earrings,149446.0,1,,2025-12,2025-12,True,品类新入榜
christmas bow earrings for women,149823.0,1,,2025-12,2025-12,True,品类新入榜
orthodox cross necklace,149842.0,4,,2025-09,2025-12,True,品类新入榜
girls necklaces ages 6-8,150399.0,1,,2025-12,2025-12,True,品类新入榜
girl earrings,150863.0,1,,2025-12,2025-12,True,品类新入榜
divorced s,150867.0,1,,2025-06,2025-06,False,裸场景词×优质词族
wallet with chain for men,150995.0,1,,2025-12,2025-12,True,品类新入榜
jewelry earrings,151295.0,2,,2025-11,2025-12,True,品类新入榜
autism awareness shirt men,151355.0,2,,2025-03,2025-04,False,裸场景词×优质词族
g necklace,151913.0,1,,2025-12,2025-12,True,品类新入榜
son bracelet,152111.0,1,,2025-12,2025-12,True,品类新入榜
tosy flying ring,152293.0,1,,2025-12,2025-12,True,品类新入榜
saint cloud perfume,152309.0,1,,2025-05,2025-05,False,裸场景词×优质词族
cremation jewelry,152407.0,9,1.0606416470940982,2025-01,2025-09,True,Phase5命中×品类
the divorce he never saw coming,152504.0,1,,2025-12,2025-12,False,裸场景词×优质词族
tap to pray bracelet,152573.0,1,,2025-12,2025-12,True,品类新入榜
snoopy jewelry,152724.0,1,,2025-12,2025-12,True,品类新入榜
bird baptism brine,152786.0,1,,2025-11,2025-11,False,裸场景词×优质词族
wildland firefighter gear,152837.0,1,,2025-03,2025-03,False,裸场景词×优质词族
play jewelry for girls 2-3,152918.0,2,,2025-11,2025-12,True,品类新入榜
diamond tennis bracelet,152918.0,1,,2025-12,2025-12,True,品类新入榜
the great divorce,152991.0,2,,2025-08,2025-09,False,裸场景词×优质词族
saint michael pendant,153281.0,2,,2025-09,2025-12,True,Phase5命中×品类
necklace for teen girls,153344.0,1,,2025-12,2025-12,True,品类新入榜
to my son bracelet,153479.0,1,,2025-12,2025-12,True,品类新入榜
necklace and earring set,153479.0,1,,2025-12,2025-12,True,品类新入榜
alex and ani graduation bracelet 2025,153659.0,1,,2025-05,2025-05,True,Phase5命中×品类
boys jewelry,153677.0,1,,2025-12,2025-12,True,品类新入榜
ring box with light,153677.0,1,,2025-12,2025-12,True,品类新入榜
women's promise rings,153677.0,4,,2025-09,2025-12,True,Phase5命中×品类；品类新入榜
women police officer costume,153753.0,1,,2025-10,2025-10,False,裸场景词×优质词族
pear shaped engagement ring,153880.0,10,1.1984343284242742,2025-01,2025-10,True,Phase5命中×品类
ardant stay close hoops,154025.0,2,,2025-11,2025-12,True,品类新入榜
wooden jewelry box for women,154409.0,1,,2025-12,2025-12,True,品类新入榜
personalized graduation tassel photo charm with angel wings,154509.0,1,,2025-04,2025-04,True,Phase5命中×品类
rotator cuff surgery must haves,154536.0,5,,2025-08,2025-12,True,品类新入榜
cat jewelry for women,154562.0,1,,2025-12,2025-12,True,品类新入榜
promise rings for women,154644.0,2,,2025-01,2025-12,True,Phase5命中×品类
napkin rings christmas,154770.0,1,,2025-12,2025-12,True,品类新入榜
jewelry towers,154989.0,2,,2025-11,2025-12,True,品类新入榜
birthstone earrings for women,155275.0,1,,2025-12,2025-12,True,品类新入榜
grandma necklaces for women,155619.0,1,,2025-12,2025-12,True,品类新入榜
black jewelry box,155757.0,1,,2025-12,2025-12,True,品类新入榜
jaxxon chain,155806.0,1,,2025-12,2025-12,True,品类新入榜
hello kitty jewelry box,156004.0,1,,2025-12,2025-12,True,品类新入榜
autism awareness shirt women,156160.0,2,,2025-03,2025-04,False,裸场景词×优质词族
ruby necklace,156239.0,1,,2025-12,2025-12,True,品类新入榜
sonic jewelry cleaner,156321.0,3,,2025-10,2025-12,True,品类新入榜
jewelry making findings,156488.0,4,,2025-09,2025-12,True,品类新入榜
real gold necklace,156630.0,1,,2025-12,2025-12,True,品类新入榜
graduation jewelry for women 2025,156697.0,1,,2025-05,2025-05,True,Phase5命中×品类
prayer jar with scriptures for women,156943.0,1,,2025-03,2025-03,False,裸场景词×优质词族
suicide awareness bracelets,156976.0,1,,2025-09,2025-09,True,Phase5命中×品类
cat jewelry,156995.0,1,,2025-12,2025-12,True,品类新入榜
christmas light up necklaces,157057.0,1,,2025-12,2025-12,True,品类新入榜
mom necklace with kids names,157122.0,1,,2025-12,2025-12,True,品类新入榜
a little prayer,157149.0,1,,2025-10,2025-10,False,裸场景词×优质词族
initial necklace silver,157352.0,1,,2025-12,2025-12,True,品类新入榜
velvet jewelry box,157499.0,1,,2025-12,2025-12,True,品类新入榜
women's necklace,157499.0,1,,2025-12,2025-12,True,品类新入榜
jewelry plate,157660.0,2,,2025-11,2025-12,True,品类新入榜
birthstone month chart,157743.0,1,,2025-12,2025-12,True,品类新入榜
ashes of us,157823.0,1,,2025-11,2025-11,False,裸场景词×优质词族
pandora bracelet gold,157889.0,1,,2025-12,2025-12,True,品类新入榜
jewelry holder dish,157965.0,1,,2025-12,2025-12,True,品类新入榜
teen jewelry box,158425.0,1,,2025-12,2025-12,True,品类新入榜
jewelry box large,158471.0,2,,2025-11,2025-12,True,品类新入榜
mother daughter matching outfits,158654.0,4,,2025-02,2025-05,False,裸场景词×优质词族
nutcracker earrings for women,158851.0,2,,2025-11,2025-12,True,品类新入榜
graduation ring,158859.0,1,,2025-05,2025-05,True,Phase5命中×品类
the four engagement rings of sybil rain,158950.0,2,,2025-06,2025-07,True,Phase5命中×品类
draw the circle the 40 day prayer challenge,159111.0,1,,2025-01,2025-01,False,裸场景词×优质词族
bracelet for son,159220.0,1,,2025-12,2025-12,True,品类新入榜
travel engagement rings for women,159272.0,5,,2025-03,2025-07,True,Phase5命中×品类
cat ring,159380.0,1,,2025-12,2025-12,True,品类新入榜
earring organizer box,159380.0,2,,2025-11,2025-12,True,品类新入榜
clay bead bracelet kit,159629.0,2,,2025-11,2025-12,True,品类新入榜
girl necklace,159692.0,1,,2025-12,2025-12,True,品类新入榜
mini portable jewelry box,159692.0,1,,2025-12,2025-12,True,品类新入榜
14k gold ring,159692.0,1,,2025-12,2025-12,True,品类新入榜
evil eye jewelry,159770.0,1,,2025-12,2025-12,True,Phase5命中×品类；品类新入榜
mens wallet with chain,159824.0,1,,2025-12,2025-12,True,品类新入榜
burgundy earrings,159952.0,4,,2025-09,2025-12,True,品类新入榜
vayro ring for women,160031.0,3,,2025-10,2025-12,True,品类新入榜
breast cancer awareness banner,160215.0,1,,2025-10,2025-10,False,裸场景词×优质词族
happy new year earrings,160403.0,1,,2025-12,2025-12,True,品类新入榜
christmas wine charms,160638.0,1,,2025-12,2025-12,True,品类新入榜
best friend rings,160713.0,1,,2025-12,2025-12,True,Phase5命中×品类；品类新入榜
kids jewelry box for girls,160856.0,1,,2025-12,2025-12,True,品类新入榜
nogu bracelet,161007.0,1,,2025-12,2025-12,True,品类新入榜
jewelry bracelets,161007.0,2,,2025-11,2025-12,True,品类新入榜
knot bracelet,161149.0,1,,2025-12,2025-12,True,品类新入榜
kids necklace,161389.0,1,,2025-12,2025-12,True,品类新入榜
jewelry kit for girls 8-12,161470.0,1,,2025-12,2025-12,True,品类新入榜
silicone invisible ring size adjusters,161692.0,1,,2025-12,2025-12,True,品类新入榜
girls jewelry boxes ages 8-12,161779.0,1,,2025-12,2025-12,True,品类新入榜
bag charms silver,161925.0,1,,2025-12,2025-12,True,品类新入榜
girls jewelry ages 6-8,162242.0,1,,2025-12,2025-12,True,品类新入榜
velvet jewelry pouches,162755.0,1,,2025-12,2025-12,True,品类新入榜
10k gold earrings,163110.0,1,,2025-12,2025-12,True,品类新入榜
breast cancer awareness pin,163136.0,1,,2025-10,2025-10,False,裸场景词×优质词族
divorce party decorations for women,163228.0,7,0.9316147626290929,2025-02,2025-08,False,裸场景词×优质词族
jewelry cleaner pen,163366.0,1,,2025-12,2025-12,True,品类新入榜
gold promise ring,163509.0,3,,2025-02,2025-12,True,Phase5命中×品类
sticker earrings for girls,163590.0,1,,2025-12,2025-12,True,品类新入榜
la nuit de l'homme yves saint laurent,163630.0,10,1.1128403969699876,2025-01,2025-12,False,裸场景词×优质词族
ora rings for men,163669.0,2,,2025-11,2025-12,True,品类新入榜
to my daughter bracelet,163936.0,1,,2025-12,2025-12,True,品类新入榜
bracelet for mom,164094.0,1,,2025-12,2025-12,True,品类新入榜
candy cane necklace,164259.0,1,,2025-12,2025-12,True,品类新入榜
human urns for ashes,164342.0,1,,2025-01,2025-01,False,裸场景词×优质词族
jewelry box men,164417.0,1,,2025-12,2025-12,True,品类新入榜
friendship necklaces,164426.0,3,,2025-01,2025-05,True,Phase5命中×品类
wife necklace from husband,164637.0,1,,2025-12,2025-12,True,品类新入榜
silicone engagement ring women,164702.0,3,,2025-01,2025-06,True,Phase5命中×品类
james avery ring,164712.0,1,,2025-12,2025-12,True,品类新入榜
sterling silver rings for men,165391.0,1,,2025-12,2025-12,True,品类新入榜
initial bag charm,165391.0,1,,2025-12,2025-12,True,品类新入榜
lab grown diamond necklace,165815.0,1,,2025-12,2025-12,True,品类新入榜
baptism favors for guests,165835.0,3,,2025-03,2025-05,False,裸场景词×优质词族
portable basketball hoops adjustable height,165881.0,1,,2025-12,2025-12,True,品类新入榜
chain for boys,165957.0,1,,2025-12,2025-12,True,品类新入榜
bible verse bracelet,165957.0,1,,2025-12,2025-12,True,品类新入榜
ring conn sizing kit,166443.0,2,,2025-11,2025-12,True,品类新入榜
necklaces for ashes,166879.0,5,,2025-02,2025-06,True,Phase5命中×品类
oval engagement ring,167066.0,3,,2025-09,2025-12,True,Phase5命中×品类
meat church bird baptism brine,167181.0,1,,2025-11,2025-11,False,裸场景词×优质词族
faith over fear hoodie men,167216.0,1,,2025-12,2025-12,False,裸场景词×优质词族
womens silver necklace,167303.0,1,,2025-12,2025-12,True,品类新入榜
the prayer of freedom beatty carmichael,167722.0,1,,2025-12,2025-12,False,裸场景词×优质词族
breast cancer awareness t-shirts,167769.0,2,,2025-09,2025-10,False,裸场景词×优质词族
bff necklace,167873.0,3,,2025-10,2025-12,True,品类新入榜
faith in the flames,167884.0,1,,2025-07,2025-07,False,裸场景词×优质词族
jingle bell bracelets,168047.0,1,,2025-12,2025-12,True,品类新入榜
magnetic earrings for girls,168047.0,1,,2025-12,2025-12,True,品类新入榜
junk case charms kit,168047.0,1,,2025-12,2025-12,True,品类新入榜
earrings for kids,168153.0,2,,2025-11,2025-12,True,品类新入榜
luma bracelet with bible verse,168470.0,1,,2025-12,2025-12,True,品类新入榜
mom and daughter necklace,168541.0,1,,2025-12,2025-12,True,品类新入榜
graduation rings for women 2025,168719.0,1,,2025-05,2025-05,True,Phase5命中×品类
mens fidget ring,168788.0,1,,2025-12,2025-12,True,品类新入榜
the adventure begins graduation bracelet,168798.0,1,,2025-04,2025-04,True,Phase5命中×品类
breast cancer awareness pens,169178.0,1,,2025-10,2025-10,False,裸场景词×优质词族
unicorn necklace,169200.0,1,,2025-12,2025-12,True,品类新入榜
breath as prayer,169357.0,2,,2025-01,2025-12,False,裸场景词×优质词族
memorial necklace,169437.0,1,,2025-12,2025-12,True,Phase5命中×品类；品类新入榜
womens stud earrings,169512.0,1,,2025-12,2025-12,True,品类新入榜
to my wife necklace,169597.0,1,,2025-12,2025-12,True,品类新入榜
chanel necklace,169597.0,1,,2025-12,2025-12,True,品类新入榜
pandora christmas charms,169677.0,1,,2025-12,2025-12,True,品类新入榜
necklaces for mom,169677.0,1,,2025-12,2025-12,True,品类新入榜
mens sterling silver bracelet,169823.0,1,,2025-12,2025-12,True,品类新入榜
colon cancer awareness shirts,169882.0,1,,2025-03,2025-03,False,裸场景词×优质词族
solid gold necklace,169913.0,1,,2025-12,2025-12,True,品类新入榜
cell phone charms,170006.0,1,,2025-12,2025-12,True,品类新入榜
bracelets for girls 8-12,170006.0,1,,2025-12,2025-12,True,品类新入榜
love and friendship movie,170115.0,1,,2025-02,2025-02,False,裸场景词×优质词族
necklace jewelry box,170173.0,1,,2025-12,2025-12,True,品类新入榜
saint michael necklace for men,170213.0,2,,2025-04,2025-05,True,Phase5命中×品类
christmas rings for women,170349.0,1,,2025-12,2025-12,True,品类新入榜
birthstone colors by month chart,170349.0,1,,2025-12,2025-12,True,品类新入榜
rainbow loom bracelet kit,170674.0,2,,2025-11,2025-12,True,品类新入榜
graduation charms,170790.0,1,,2025-05,2025-05,True,Phase5命中×品类
elongated cushion cut engagement ring,171075.0,3,,2025-08,2025-10,True,Phase5命中×品类
kendra scott earrings gold,171130.0,1,,2025-12,2025-12,True,品类新入榜
blue topaz ring,171735.0,1,,2025-12,2025-12,True,品类新入榜
a necklace that hold ashes,171815.0,1,,2025-01,2025-01,True,Phase5命中×品类
jewelry mirror cabinet,172095.0,1,,2025-12,2025-12,True,品类新入榜
rina saint,172096.0,1,,2025-09,2025-09,False,裸场景词×优质词族
jewelry boxes bulk,172103.0,2,,2025-11,2025-12,True,品类新入榜
forever bracelet,172192.0,1,,2025-12,2025-12,True,品类新入榜
womens necklaces silver,172422.0,1,,2025-12,2025-12,True,品类新入榜
glass jewelry box,172422.0,1,,2025-12,2025-12,True,品类新入榜
necklace cross,172524.0,2,,2025-11,2025-12,True,品类新入榜
cheer necklace,172559.0,4,,2025-09,2025-12,True,品类新入榜
holiday napkin rings,172703.0,2,,2025-11,2025-12,True,品类新入榜
spinning ring,172817.0,1,,2025-12,2025-12,True,品类新入榜
bracelet pavoi,172817.0,1,,2025-12,2025-12,True,品类新入榜
birth stone ring for women,172899.0,1,,2025-12,2025-12,True,品类新入榜
dior necklace,173003.0,1,,2025-12,2025-12,True,品类新入榜
childhood cancer awareness items,173011.0,1,,2025-09,2025-09,False,裸场景词×优质词族
clip on christmas earrings,173182.0,1,,2025-12,2025-12,True,品类新入榜
friendship christmas ornaments,173182.0,1,,2025-12,2025-12,False,裸场景词×优质词族
silicone ring adjuster,173182.0,1,,2025-12,2025-12,True,品类新入榜
love & friendship,173551.0,1,,2025-02,2025-02,False,裸场景词×优质词族
christmas bell necklace,173603.0,1,,2025-12,2025-12,True,品类新入榜
king of ashes s a cosby,173721.0,1,,2025-06,2025-06,False,裸场景词×优质词族
mommy of an angel ring,174035.0,1,,2025-12,2025-12,True,品类新入榜
lupus awareness shirt,174342.0,1,,2025-05,2025-05,False,裸场景词×优质词族
fashion jewelry,174390.0,1,,2025-12,2025-12,True,品类新入榜
ringconn gen 2 ring protector,174474.0,1,,2025-12,2025-12,True,品类新入榜
2026 earrings,174998.0,1,,2025-12,2025-12,True,品类新入榜
girls necklaces,175103.0,1,,2025-12,2025-12,True,品类新入榜
purse charms for women,175103.0,1,,2025-12,2025-12,True,品类新入榜
pavoi bracelets for women,175290.0,1,,2025-12,2025-12,True,品类新入榜
teen bracelets,175290.0,1,,2025-12,2025-12,True,品类新入榜
ashes of the imperium,175541.0,2,,2025-11,2025-12,False,裸场景词×优质词族
mens necklaces,175541.0,1,,2025-12,2025-12,True,品类新入榜
14k gold earrings for girls,175727.0,1,,2025-12,2025-12,True,品类新入榜
women jewelry sets,175727.0,1,,2025-12,2025-12,True,品类新入榜
stitch necklace for girls,175816.0,1,,2025-12,2025-12,True,品类新入榜
sticker bracelet,175973.0,2,,2025-11,2025-12,True,品类新入榜
faith kipyegon,176056.0,1,,2025-06,2025-06,False,裸场景词×优质词族
eamti engagement ring for women,176207.0,1,,2025-01,2025-01,True,Phase5命中×品类
women's cross necklace,176421.0,1,,2025-12,2025-12,True,品类新入榜
boy baptism outfit,176517.0,8,1.0034324274062858,2025-01,2025-09,False,裸场景词×优质词族
mens stainless steel bracelet,176520.0,1,,2025-12,2025-12,True,品类新入榜
custom bracelet,176520.0,1,,2025-12,2025-12,True,品类新入榜
elephant necklace,177057.0,1,,2025-12,2025-12,True,品类新入榜
women's eternity rings,177057.0,1,,2025-12,2025-12,True,品类新入榜
christmas light necklaces,177142.0,1,,2025-12,2025-12,True,品类新入榜
diamond hoop earrings,177343.0,1,,2025-12,2025-12,True,品类新入榜
jewelry box for teen girls,177343.0,1,,2025-12,2025-12,True,品类新入榜
engagement rings for couples,177686.0,2,,2025-02,2025-04,True,Phase5命中×品类
smart bracelet,177809.0,2,,2025-11,2025-12,True,品类新入榜
lockets,178172.0,1,,2025-12,2025-12,True,品类新入榜
men's jewelry box,178271.0,1,,2025-12,2025-12,True,品类新入榜
photo bracelet,178429.0,1,,2025-12,2025-12,True,品类新入榜
firefighter ornament,178785.0,1,,2025-12,2025-12,False,裸场景词×优质词族
best friend bracelets for 2,178785.0,1,,2025-12,2025-12,True,Phase5命中×品类；品类新入榜
phone scrolling ring,178866.0,1,,2025-12,2025-12,True,品类新入榜
kid jewelry for girls,178961.0,1,,2025-12,2025-12,True,品类新入榜
red christmas earrings,179053.0,1,,2025-12,2025-12,True,品类新入榜
aunt bracelet,179053.0,1,,2025-12,2025-12,True,品类新入榜
book necklace,179240.0,1,,2025-12,2025-12,True,品类新入榜
serenity prayer wall art,179287.0,7,1.0296368160840157,2025-01,2025-09,False,裸场景词×优质词族
kendra scott birthstone necklace,179325.0,1,,2025-12,2025-12,True,品类新入榜
womens christmas earrings,179504.0,1,,2025-12,2025-12,True,品类新入榜
girls initial necklace,179606.0,1,,2025-12,2025-12,True,品类新入榜
white gold chain for women,179789.0,1,,2025-12,2025-12,True,品类新入榜
blue topaz earrings,179862.0,1,,2025-12,2025-12,True,品类新入榜
sister jewelry,180314.0,1,,2025-12,2025-12,True,品类新入榜
mimi necklace,180314.0,1,,2025-12,2025-12,True,品类新入榜
firefighter jacket,180408.0,1,,2025-10,2025-10,False,裸场景词×优质词族
mens jewelry set,180413.0,1,,2025-12,2025-12,True,品类新入榜
jewelry box for earrings,180609.0,1,,2025-12,2025-12,True,品类新入榜
december birthstone rings,180793.0,1,,2025-12,2025-12,True,品类新入榜
